index,Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
25395,2012/2013,NY,Adapted Bowling,0.0,0.0,0.0,0.0
25396,2012/2013,NY,Adapted Floor Hockey,0.0,0.0,0.0,0.0
25397,2012/2013,NY,Adapted Soccer,0.0,0.0,0.0,0.0
25398,2012/2013,NY,Adapted Softball,0.0,0.0,0.0,0.0
25399,2012/2013,NY,Adapted Track,0.0,0.0,0.0,0.0
25400,2012/2013,NY,Air Riflery,0.0,0.0,0.0,0.0
25401,2012/2013,NY,Archery,0.0,0.0,0.0,0.0
25402,2012/2013,NY,Badminton,20.0,48.0,445.0,1211.0
25403,2012/2013,NY,Baseball,723.0,0.0,20773.0,0.0
25404,2012/2013,NY,Basketball,759.0,731.0,20514.0,16997.0
25405,2012/2013,NY,Bowling,383.0,327.0,4569.0,3445.0
25406,2012/2013,NY,Competitive Spirit Squad,0.0,430.0,72.0,11157.0
25407,2012/2013,NY,Crew,0.0,0.0,0.0,0.0
25408,2012/2013,NY,Cross Country,567.0,551.0,10261.0,7966.0
25409,2012/2013,NY,DANCE,0.0,0.0,0.0,0.0
25410,2012/2013,NY,Dance/Drill,0.0,0.0,0.0,0.0
25411,2012/2013,NY,"Dance Team, High Kick",0.0,0.0,0.0,0.0
25412,2012/2013,NY,"Dance Team, Jazz",0.0,0.0,0.0,0.0
25413,2012/2013,NY,Decathlon,0.0,0.0,0.0,0.0
25414,2012/2013,NY,Drill Team,0.0,0.0,0.0,0.0
25415,2012/2013,NY,Equestrian,0.0,0.0,0.0,0.0
25416,2012/2013,NY,Fencing,24.0,25.0,515.0,469.0
25417,2012/2013,NY,Field Hockey,0.0,230.0,0.0,7504.0
25418,2012/2013,NY,Flag Football,0.0,0.0,0.0,0.0
25419,2012/2013,NY,Football -- 11-Player,572.0,0.0,35552.0,0.0
25420,2012/2013,NY,Football -- 6-player,0.0,0.0,0.0,0.0
25421,2012/2013,NY,Football -- 8-player,0.0,0.0,0.0,0.0
25422,2012/2013,NY,Football -- 9-player,0.0,0.0,0.0,0.0
25423,2012/2013,NY,Golf,572.0,153.0,7855.0,1811.0
25424,2012/2013,NY,Gymnastics,7.0,108.0,89.0,1625.0
25425,2012/2013,NY,Heptathlon,0.0,0.0,0.0,0.0
25426,2012/2013,NY,Ice Hockey,150.0,24.0,3238.0,439.0
25427,2012/2013,NY,Judo,0.0,0.0,0.0,0.0
25428,2012/2013,NY,Kayaking,0.0,0.0,0.0,0.0
25429,2012/2013,NY,Lacrosse,328.0,298.0,16169.0,11922.0
25430,2012/2013,NY,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
25431,2012/2013,NY,Mt. Biking,0.0,0.0,0.0,0.0
25432,2012/2013,NY,Native Youth Olympics,0.0,0.0,0.0,0.0
25433,2012/2013,NY,None,0.0,0.0,0.0,0.0
25434,2012/2013,NY,Outrigger Canoe Paddling LL,0.0,0.0,0.0,0.0
25435,2012/2013,NY,Pentathlon,0.0,0.0,0.0,0.0
25436,2012/2013,NY,Riflery,19.0,8.0,276.0,58.0
25437,2012/2013,NY,Rodeo,0.0,0.0,0.0,0.0
25438,2012/2013,NY,RUGBY,0.0,0.0,0.0,0.0
25439,2012/2013,NY,Rythmic Gymnastics,0.0,0.0,0.0,0.0
25440,2012/2013,NY,sailing,0.0,0.0,0.0,0.0
25441,2012/2013,NY,Skiing -- Alpine,85.0,84.0,873.0,706.0
25442,2012/2013,NY,Skiing -- Cross Country,35.0,32.0,395.0,398.0
25443,2012/2013,NY,Snowboarding,0.0,0.0,0.0,0.0
25444,2012/2013,NY,Soccer,696.0,700.0,23669.0,22727.0
25445,2012/2013,NY,Softball -- Fast Pitch,0.0,716.0,0.0,18211.0
25446,2012/2013,NY,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
25447,2012/2013,NY,Soft Tennis,0.0,0.0,0.0,0.0
25448,2012/2013,NY,Surfing,0.0,0.0,0.0,0.0
25449,2012/2013,NY,Swimming & Diving,298.0,327.0,6833.0,7854.0
25450,2012/2013,NY,Synchronized Swimming,0.0,0.0,0.0,0.0
25451,2012/2013,NY,Team Tennis,0.0,0.0,0.0,0.0
25452,2012/2013,NY,Tennis,502.0,442.0,10036.0,9502.0
25453,2012/2013,NY,Track and Field -- Indoor,411.0,409.0,12384.0,12379.0
25454,2012/2013,NY,Track and Field -- Outdoor,653.0,647.0,23169.0,21834.0
25455,2012/2013,NY,Volleyball,183.0,631.0,4092.0,15788.0
25456,2012/2013,NY,Water Polo,0.0,0.0,0.0,0.0
25457,2012/2013,NY,Weight Lifting,0.0,0.0,0.0,0.0
25458,2012/2013,NY,Wrestling,497.0,0.0,13668.0,25.0
25459,2012/2013,NC,Adapted Basketball,0.0,0.0,0.0,0.0
25460,2012/2013,NC,Adapted Bowling,0.0,0.0,0.0,0.0
25461,2012/2013,NC,Adapted Floor Hockey,0.0,0.0,0.0,0.0
25462,2012/2013,NC,Adapted Soccer,0.0,0.0,0.0,0.0
25463,2012/2013,NC,Adapted Softball,0.0,0.0,0.0,0.0
25464,2012/2013,NC,Adapted Track,0.0,0.0,0.0,0.0
25465,2012/2013,NC,Air Riflery,0.0,0.0,0.0,0.0
25466,2012/2013,NC,Archery,0.0,0.0,0.0,0.0
25467,2012/2013,NC,Badminton,0.0,0.0,0.0,0.0
25468,2012/2013,NC,Baseball,384.0,0.0,12513.0,0.0
25469,2012/2013,NC,Basketball,396.0,395.0,10618.0,8652.0
25470,2012/2013,NC,Bowling,0.0,0.0,0.0,0.0
25471,2012/2013,NC,Competitive Spirit Squad,0.0,388.0,0.0,16362.0
25472,2012/2013,NC,Crew,0.0,0.0,0.0,0.0
25473,2012/2013,NC,Cross Country,365.0,362.0,8753.0,4614.0
25474,2012/2013,NC,DANCE,0.0,0.0,0.0,0.0
25475,2012/2013,NC,Dance/Drill,0.0,0.0,0.0,0.0
25476,2012/2013,NC,"Dance Team, High Kick",0.0,0.0,0.0,0.0
25477,2012/2013,NC,"Dance Team, Jazz",0.0,0.0,0.0,0.0
25478,2012/2013,NC,Decathlon,0.0,0.0,0.0,0.0
25479,2012/2013,NC,Drill Team,0.0,0.0,0.0,0.0
25480,2012/2013,NC,Equestrian,0.0,0.0,0.0,0.0
25481,2012/2013,NC,Fencing,0.0,0.0,0.0,0.0
25482,2012/2013,NC,Field Hockey,0.0,51.0,0.0,1020.0
25483,2012/2013,NC,Flag Football,0.0,0.0,0.0,0.0
25484,2012/2013,NC,Football -- 11-Player,375.0,0.0,35608.0,0.0
25485,2012/2013,NC,Football -- 6-player,0.0,0.0,0.0,0.0
25486,2012/2013,NC,Football -- 8-player,0.0,0.0,0.0,0.0
25487,2012/2013,NC,Football -- 9-player,0.0,0.0,0.0,0.0
25488,2012/2013,NC,Golf,364.0,267.0,3392.0,1232.0
25489,2012/2013,NC,Gymnastics,0.0,36.0,0.0,192.0
25490,2012/2013,NC,Heptathlon,0.0,0.0,0.0,0.0
25491,2012/2013,NC,Ice Hockey,0.0,0.0,0.0,0.0
25492,2012/2013,NC,Judo,0.0,0.0,0.0,0.0
25493,2012/2013,NC,Kayaking,0.0,0.0,0.0,0.0
25494,2012/2013,NC,Lacrosse,83.0,58.0,2490.0,1385.0
25495,2012/2013,NC,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
25496,2012/2013,NC,Mt. Biking,0.0,0.0,0.0,0.0
25497,2012/2013,NC,Native Youth Olympics,0.0,0.0,0.0,0.0
25498,2012/2013,NC,None,0.0,0.0,0.0,0.0
25499,2012/2013,NC,Outrigger Canoe Paddling LL,0.0,0.0,0.0,0.0
25500,2012/2013,NC,Pentathlon,0.0,0.0,0.0,0.0
25501,2012/2013,NC,Riflery,0.0,0.0,0.0,0.0
25502,2012/2013,NC,Rodeo,0.0,0.0,0.0,0.0
25503,2012/2013,NC,RUGBY,0.0,0.0,0.0,0.0
25504,2012/2013,NC,Rythmic Gymnastics,0.0,0.0,0.0,0.0
25505,2012/2013,NC,sailing,0.0,0.0,0.0,0.0
25506,2012/2013,NC,Skiing -- Alpine,0.0,0.0,0.0,0.0
25507,2012/2013,NC,Skiing -- Cross Country,0.0,0.0,0.0,0.0
25508,2012/2013,NC,Snowboarding,0.0,0.0,0.0,0.0
25509,2012/2013,NC,Soccer,362.0,358.0,13487.0,12031.0
25510,2012/2013,NC,Softball -- Fast Pitch,0.0,376.0,0.0,8648.0
25511,2012/2013,NC,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
25512,2012/2013,NC,Soft Tennis,0.0,0.0,0.0,0.0
25513,2012/2013,NC,Surfing,0.0,0.0,0.0,0.0
25514,2012/2013,NC,Swimming & Diving,291.0,297.0,3854.0,4657.0
25515,2012/2013,NC,Synchronized Swimming,0.0,0.0,0.0,0.0
25516,2012/2013,NC,Team Tennis,0.0,0.0,0.0,0.0
25517,2012/2013,NC,Tennis,327.0,347.0,4274.0,4779.0
25518,2012/2013,NC,Track and Field -- Indoor,248.0,248.0,5626.0,3435.0
25519,2012/2013,NC,Track and Field -- Outdoor,373.0,373.0,14243.0,9908.0
25520,2012/2013,NC,Volleyball,0.0,391.0,0.0,8972.0
25521,2012/2013,NC,Water Polo,0.0,0.0,0.0,0.0
25522,2012/2013,NC,Weight Lifting,0.0,0.0,0.0,0.0
25523,2012/2013,NC,Wrestling,330.0,0.0,9441.0,0.0
25524,2012/2013,ND,Adapted Basketball,0.0,0.0,0.0,0.0
25525,2012/2013,ND,Adapted Bowling,0.0,0.0,0.0,0.0
25526,2012/2013,ND,Adapted Floor Hockey,0.0,0.0,0.0,0.0
25527,2012/2013,ND,Adapted Soccer,0.0,0.0,0.0,0.0
25528,2012/2013,ND,Adapted Softball,0.0,0.0,0.0,0.0
25529,2012/2013,ND,Adapted Track,0.0,0.0,0.0,0.0
25530,2012/2013,ND,Air Riflery,0.0,0.0,0.0,0.0
25531,2012/2013,ND,Archery,0.0,0.0,0.0,0.0
25532,2012/2013,ND,Badminton,0.0,0.0,0.0,0.0
25533,2012/2013,ND,Baseball,110.0,4.0,1498.0,4.0
25534,2012/2013,ND,Basketball,164.0,163.0,2836.0,2361.0
25535,2012/2013,ND,Bowling,0.0,0.0,0.0,0.0
25536,2012/2013,ND,Competitive Spirit Squad,0.0,0.0,0.0,0.0
25537,2012/2013,ND,Crew,0.0,0.0,0.0,0.0
25538,2012/2013,ND,Cross Country,68.0,72.0,584.0,524.0
25539,2012/2013,ND,DANCE,0.0,0.0,0.0,0.0
25540,2012/2013,ND,Dance/Drill,0.0,0.0,0.0,0.0
25541,2012/2013,ND,"Dance Team, High Kick",0.0,0.0,0.0,0.0
25542,2012/2013,ND,"Dance Team, Jazz",0.0,0.0,0.0,0.0
25543,2012/2013,ND,Decathlon,0.0,0.0,0.0,0.0
25544,2012/2013,ND,Drill Team,0.0,0.0,0.0,0.0
25545,2012/2013,ND,Equestrian,0.0,0.0,0.0,0.0
25546,2012/2013,ND,Fencing,0.0,0.0,0.0,0.0
25547,2012/2013,ND,Field Hockey,0.0,0.0,0.0,0.0
25548,2012/2013,ND,Flag Football,0.0,0.0,0.0,0.0
25549,2012/2013,ND,Football -- 11-Player,98.0,3.0,3221.0,6.0
25550,2012/2013,ND,Football -- 6-player,0.0,0.0,0.0,0.0
25551,2012/2013,ND,Football -- 8-player,0.0,0.0,0.0,0.0
25552,2012/2013,ND,Football -- 9-player,58.0,0.0,873.0,0.0
25553,2012/2013,ND,Golf,117.0,98.0,913.0,519.0
25554,2012/2013,ND,Gymnastics,0.0,19.0,0.0,105.0
25555,2012/2013,ND,Heptathlon,0.0,0.0,0.0,0.0
25556,2012/2013,ND,Ice Hockey,32.0,17.0,589.0,195.0
25557,2012/2013,ND,Judo,0.0,0.0,0.0,0.0
25558,2012/2013,ND,Kayaking,0.0,0.0,0.0,0.0
25559,2012/2013,ND,Lacrosse,0.0,0.0,0.0,0.0
25560,2012/2013,ND,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
25561,2012/2013,ND,Mt. Biking,0.0,0.0,0.0,0.0
25562,2012/2013,ND,Native Youth Olympics,0.0,0.0,0.0,0.0
25563,2012/2013,ND,None,0.0,0.0,0.0,0.0
25564,2012/2013,ND,Outrigger Canoe Paddling LL,0.0,0.0,0.0,0.0
25565,2012/2013,ND,Pentathlon,0.0,0.0,0.0,0.0
25566,2012/2013,ND,Riflery,0.0,0.0,0.0,0.0
25567,2012/2013,ND,Rodeo,0.0,0.0,0.0,0.0
25568,2012/2013,ND,RUGBY,0.0,0.0,0.0,0.0
25569,2012/2013,ND,Rythmic Gymnastics,0.0,0.0,0.0,0.0
25570,2012/2013,ND,sailing,0.0,0.0,0.0,0.0
25571,2012/2013,ND,Skiing -- Alpine,0.0,0.0,0.0,0.0
25572,2012/2013,ND,Skiing -- Cross Country,0.0,0.0,0.0,0.0
25573,2012/2013,ND,Snowboarding,0.0,0.0,0.0,0.0
25574,2012/2013,ND,Soccer,15.0,15.0,593.0,586.0
25575,2012/2013,ND,Softball -- Fast Pitch,0.0,55.0,0.0,733.0
25576,2012/2013,ND,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
25577,2012/2013,ND,Soft Tennis,0.0,0.0,0.0,0.0
25578,2012/2013,ND,Surfing,0.0,0.0,0.0,0.0
25579,2012/2013,ND,Swimming & Diving,18.0,20.0,345.0,331.0
25580,2012/2013,ND,Synchronized Swimming,0.0,0.0,0.0,0.0
25581,2012/2013,ND,Team Tennis,0.0,0.0,0.0,0.0
25582,2012/2013,ND,Tennis,20.0,18.0,280.0,406.0
25583,2012/2013,ND,Track and Field -- Indoor,0.0,0.0,0.0,0.0
25584,2012/2013,ND,Track and Field -- Outdoor,146.0,146.0,2093.0,1660.0
25585,2012/2013,ND,Volleyball,0.0,159.0,0.0,3171.0
25586,2012/2013,ND,Water Polo,0.0,0.0,0.0,0.0
25587,2012/2013,ND,Weight Lifting,0.0,0.0,0.0,0.0
25588,2012/2013,ND,Wrestling,80.0,2.0,856.0,9.0
25589,2012/2013,OH,Adapted Basketball,0.0,0.0,0.0,0.0
25590,2012/2013,OH,Adapted Bowling,4.0,5.0,43.0,30.0
25591,2012/2013,OH,Adapted Floor Hockey,0.0,0.0,0.0,0.0
25592,2012/2013,OH,Adapted Soccer,3.0,3.0,124.0,89.0
25593,2012/2013,OH,Adapted Softball,3.0,1.0,6.0,110.0
25594,2012/2013,OH,Adapted Track,0.0,0.0,0.0,0.0
25595,2012/2013,OH,Air Riflery,0.0,0.0,0.0,0.0
25596,2012/2013,OH,Archery,10.0,10.0,250.0,203.0
25597,2012/2013,OH,Badminton,1.0,1.0,50.0,43.0
25598,2012/2013,OH,Baseball,775.0,8.0,20939.0,124.0
25599,2012/2013,OH,Basketball,800.0,800.0,21989.0,17379.0
25600,2012/2013,OH,Bowling,358.0,324.0,3660.0,3178.0
25601,2012/2013,OH,Competitive Spirit Squad,15.0,131.0,192.0,2078.0
25602,2012/2013,OH,Crew,11.0,9.0,340.0,289.0
25603,2012/2013,OH,Cross Country,735.0,742.0,9383.0,8081.0
25604,2012/2013,OH,DANCE,0.0,0.0,0.0,0.0
25605,2012/2013,OH,Dance/Drill,0.0,0.0,0.0,0.0
25606,2012/2013,OH,"Dance Team, High Kick",0.0,0.0,0.0,0.0
25607,2012/2013,OH,"Dance Team, Jazz",0.0,0.0,0.0,0.0
25608,2012/2013,OH,Decathlon,1.0,1.0,14.0,12.0
25609,2012/2013,OH,Drill Team,0.0,0.0,0.0,0.0
25610,2012/2013,OH,Equestrian,1.0,5.0,2.0,18.0
25611,2012/2013,OH,Fencing,5.0,4.0,42.0,36.0
25612,2012/2013,OH,Field Hockey,2.0,40.0,48.0,975.0
25613,2012/2013,OH,Flag Football,2.0,2.0,59.0,135.0
25614,2012/2013,OH,Football -- 11-Player,710.0,15.0,45882.0,38.0
25615,2012/2013,OH,Football -- 6-player,2.0,0.0,82.0,0.0
25616,2012/2013,OH,Football -- 8-player,1.0,0.0,18.0,0.0
25617,2012/2013,OH,Football -- 9-player,3.0,0.0,80.0,0.0
25618,2012/2013,OH,Golf,724.0,537.0,8358.0,3148.0
25619,2012/2013,OH,Gymnastics,7.0,154.0,86.0,1116.0
25620,2012/2013,OH,Heptathlon,0.0,0.0,0.0,0.0
25621,2012/2013,OH,Ice Hockey,84.0,14.0,1843.0,22.0
25622,2012/2013,OH,Judo,0.0,0.0,0.0,0.0
25623,2012/2013,OH,Kayaking,0.0,0.0,0.0,0.0
25624,2012/2013,OH,Lacrosse,87.0,80.0,4041.0,2860.0
25625,2012/2013,OH,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
25626,2012/2013,OH,Mt. Biking,0.0,0.0,0.0,0.0
25627,2012/2013,OH,Native Youth Olympics,0.0,0.0,0.0,0.0
25628,2012/2013,OH,None,0.0,0.0,0.0,0.0
25629,2012/2013,OH,Outrigger Canoe Paddling LL,0.0,0.0,0.0,0.0
25630,2012/2013,OH,Pentathlon,0.0,0.0,0.0,0.0
25631,2012/2013,OH,Riflery,2.0,2.0,25.0,21.0
25632,2012/2013,OH,Rodeo,1.0,1.0,1.0,1.0
25633,2012/2013,OH,RUGBY,0.0,0.0,0.0,0.0
25634,2012/2013,OH,Rythmic Gymnastics,0.0,0.0,0.0,0.0
25635,2012/2013,OH,sailing,0.0,0.0,0.0,0.0
25636,2012/2013,OH,Skiing -- Alpine,2.0,1.0,20.0,13.0
25637,2012/2013,OH,Skiing -- Cross Country,0.0,0.0,0.0,0.0
25638,2012/2013,OH,Snowboarding,1.0,0.0,28.0,0.0
25639,2012/2013,OH,Soccer,578.0,532.0,14730.0,14256.0
25640,2012/2013,OH,Softball -- Fast Pitch,43.0,754.0,1049.0,16329.0
25641,2012/2013,OH,Softball -- Slow Pitch,5.0,3.0,20.0,358.0
25642,2012/2013,OH,Soft Tennis,3.0,3.0,32.0,96.0
25643,2012/2013,OH,Surfing,0.0,0.0,0.0,0.0
25644,2012/2013,OH,Swimming & Diving,407.0,385.0,5480.0,6353.0
25645,2012/2013,OH,Synchronized Swimming,4.0,5.0,60.0,98.0
25646,2012/2013,OH,Team Tennis,436.0,430.0,5899.0,6418.0
25647,2012/2013,OH,Tennis,436.0,426.0,5735.0,6365.0
25648,2012/2013,OH,Track and Field -- Indoor,168.0,160.0,2550.0,2390.0
25649,2012/2013,OH,Track and Field -- Outdoor,790.0,790.0,24365.0,20975.0
25650,2012/2013,OH,Volleyball,110.0,801.0,2665.0,18899.0
25651,2012/2013,OH,Water Polo,10.0,8.0,170.0,137.0
25652,2012/2013,OH,Weight Lifting,50.0,28.0,2389.0,785.0
25653,2012/2013,OH,Wrestling,606.0,48.0,11581.0,131.0
25654,2012/2013,OK,Adapted Basketball,0.0,0.0,0.0,0.0
25655,2012/2013,OK,Adapted Bowling,0.0,0.0,0.0,0.0
25656,2012/2013,OK,Adapted Floor Hockey,0.0,0.0,0.0,0.0
25657,2012/2013,OK,Adapted Soccer,0.0,0.0,0.0,0.0
25658,2012/2013,OK,Adapted Softball,0.0,0.0,0.0,0.0
25659,2012/2013,OK,Adapted Track,0.0,0.0,0.0,0.0
25660,2012/2013,OK,Air Riflery,0.0,0.0,0.0,0.0
25661,2012/2013,OK,Archery,0.0,0.0,0.0,0.0
25662,2012/2013,OK,Badminton,0.0,0.0,0.0,0.0
25663,2012/2013,OK,Baseball,315.0,0.0,9312.0,71.0
25664,2012/2013,OK,Basketball,338.0,330.0,9993.0,8102.0
25665,2012/2013,OK,Bowling,0.0,0.0,0.0,0.0
25666,2012/2013,OK,Competitive Spirit Squad,40.0,200.0,349.0,5193.0
25667,2012/2013,OK,Crew,0.0,0.0,0.0,0.0
25668,2012/2013,OK,Cross Country,158.0,167.0,2662.0,2385.0
25669,2012/2013,OK,DANCE,0.0,0.0,0.0,0.0
25670,2012/2013,OK,Dance/Drill,0.0,0.0,0.0,0.0
25671,2012/2013,OK,"Dance Team, High Kick",0.0,0.0,0.0,0.0
25672,2012/2013,OK,"Dance Team, Jazz",0.0,0.0,0.0,0.0
25673,2012/2013,OK,Decathlon,0.0,0.0,0.0,0.0
25674,2012/2013,OK,Drill Team,0.0,0.0,0.0,0.0
25675,2012/2013,OK,Equestrian,0.0,0.0,0.0,0.0
25676,2012/2013,OK,Fencing,0.0,0.0,0.0,0.0
25677,2012/2013,OK,Field Hockey,0.0,0.0,0.0,0.0
25678,2012/2013,OK,Flag Football,0.0,0.0,0.0,0.0
25679,2012/2013,OK,Football -- 11-Player,201.0,0.0,14949.0,421.0
25680,2012/2013,OK,Football -- 6-player,0.0,0.0,0.0,0.0
25681,2012/2013,OK,Football -- 8-player,49.0,0.0,1395.0,4.0
25682,2012/2013,OK,Football -- 9-player,0.0,0.0,0.0,0.0
25683,2012/2013,OK,Golf,183.0,156.0,2165.0,1370.0
25684,2012/2013,OK,Gymnastics,0.0,0.0,0.0,0.0
25685,2012/2013,OK,Heptathlon,0.0,0.0,0.0,0.0
25686,2012/2013,OK,Ice Hockey,0.0,0.0,0.0,0.0
25687,2012/2013,OK,Judo,0.0,0.0,0.0,0.0
25688,2012/2013,OK,Kayaking,0.0,0.0,0.0,0.0
25689,2012/2013,OK,Lacrosse,0.0,0.0,0.0,0.0
25690,2012/2013,OK,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
25691,2012/2013,OK,Mt. Biking,0.0,0.0,0.0,0.0
25692,2012/2013,OK,Native Youth Olympics,0.0,0.0,0.0,0.0
25693,2012/2013,OK,None,0.0,0.0,0.0,0.0
25694,2012/2013,OK,Outrigger Canoe Paddling LL,0.0,0.0,0.0,0.0
25695,2012/2013,OK,Pentathlon,0.0,0.0,0.0,0.0
25696,2012/2013,OK,Riflery,0.0,0.0,0.0,0.0
25697,2012/2013,OK,Rodeo,0.0,0.0,0.0,0.0
25698,2012/2013,OK,RUGBY,0.0,0.0,0.0,0.0
25699,2012/2013,OK,Rythmic Gymnastics,0.0,0.0,0.0,0.0
25700,2012/2013,OK,sailing,0.0,0.0,0.0,0.0
25701,2012/2013,OK,Skiing -- Alpine,0.0,0.0,0.0,0.0
25702,2012/2013,OK,Skiing -- Cross Country,0.0,0.0,0.0,0.0
25703,2012/2013,OK,Snowboarding,0.0,0.0,0.0,0.0
25704,2012/2013,OK,Soccer,85.0,90.0,3785.0,3548.0
25705,2012/2013,OK,Softball -- Fast Pitch,0.0,305.0,0.0,7182.0
25706,2012/2013,OK,Softball -- Slow Pitch,0.0,207.0,0.0,4435.0
25707,2012/2013,OK,Soft Tennis,0.0,0.0,0.0,0.0
25708,2012/2013,OK,Surfing,0.0,0.0,0.0,0.0
25709,2012/2013,OK,Swimming & Diving,46.0,44.0,781.0,654.0
25710,2012/2013,OK,Synchronized Swimming,0.0,0.0,0.0,0.0
25711,2012/2013,OK,Team Tennis,0.0,0.0,0.0,0.0
25712,2012/2013,OK,Tennis,83.0,81.0,1345.0,1325.0
25713,2012/2013,OK,Track and Field -- Indoor,254.0,250.0,6221.0,5042.0
25714,2012/2013,OK,Track and Field -- Outdoor,0.0,0.0,0.0,0.0
25715,2012/2013,OK,Volleyball,0.0,90.0,0.0,3357.0
25716,2012/2013,OK,Water Polo,0.0,0.0,0.0,0.0
25717,2012/2013,OK,Weight Lifting,0.0,0.0,0.0,0.0
25718,2012/2013,OK,Wrestling,110.0,0.0,3636.0,112.0
25719,2012/2013,OR,Adapted Basketball,0.0,0.0,0.0,0.0
25720,2012/2013,OR,Adapted Bowling,0.0,0.0,0.0,0.0
25721,2012/2013,OR,Adapted Floor Hockey,0.0,0.0,0.0,0.0
25722,2012/2013,OR,Adapted Soccer,0.0,0.0,0.0,0.0
25723,2012/2013,OR,Adapted Softball,0.0,0.0,0.0,0.0
25724,2012/2013,OR,Adapted Track,0.0,0.0,0.0,0.0
25725,2012/2013,OR,Air Riflery,0.0,0.0,0.0,0.0
25726,2012/2013,OR,Archery,0.0,0.0,0.0,0.0
25727,2012/2013,OR,Badminton,0.0,0.0,0.0,0.0
25728,2012/2013,OR,Baseball,231.0,0.0,5974.0,23.0
25729,2012/2013,OR,Basketball,279.0,274.0,7326.0,5780.0
25730,2012/2013,OR,Bowling,0.0,0.0,0.0,0.0
25731,2012/2013,OR,Competitive Spirit Squad,0.0,158.0,236.0,2804.0
25732,2012/2013,OR,Crew,0.0,0.0,0.0,0.0
25733,2012/2013,OR,Cross Country,214.0,206.0,3571.0,2859.0
25734,2012/2013,OR,DANCE,0.0,0.0,0.0,0.0
25735,2012/2013,OR,Dance/Drill,0.0,0.0,0.0,0.0
25736,2012/2013,OR,"Dance Team, High Kick",0.0,0.0,0.0,0.0
25737,2012/2013,OR,"Dance Team, Jazz",0.0,0.0,0.0,0.0
25738,2012/2013,OR,Decathlon,0.0,0.0,0.0,0.0
25739,2012/2013,OR,Drill Team,0.0,0.0,0.0,0.0
25740,2012/2013,OR,Equestrian,0.0,0.0,0.0,0.0
25741,2012/2013,OR,Fencing,0.0,0.0,0.0,0.0
25742,2012/2013,OR,Field Hockey,0.0,0.0,0.0,0.0
25743,2012/2013,OR,Flag Football,0.0,0.0,0.0,0.0
25744,2012/2013,OR,Football -- 11-Player,196.0,0.0,13180.0,28.0
25745,2012/2013,OR,Football -- 6-player,0.0,0.0,0.0,0.0
25746,2012/2013,OR,Football -- 8-player,46.0,0.0,805.0,3.0
25747,2012/2013,OR,Football -- 9-player,0.0,0.0,0.0,0.0
25748,2012/2013,OR,Golf,166.0,136.0,1646.0,864.0
25749,2012/2013,OR,Gymnastics,0.0,0.0,0.0,0.0
25750,2012/2013,OR,Heptathlon,0.0,0.0,0.0,0.0
25751,2012/2013,OR,Ice Hockey,0.0,0.0,0.0,0.0
25752,2012/2013,OR,Judo,0.0,0.0,0.0,0.0
25753,2012/2013,OR,Kayaking,0.0,0.0,0.0,0.0
25754,2012/2013,OR,Lacrosse,0.0,0.0,0.0,0.0
25755,2012/2013,OR,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
25756,2012/2013,OR,Mt. Biking,0.0,0.0,0.0,0.0
25757,2012/2013,OR,Native Youth Olympics,0.0,0.0,0.0,0.0
25758,2012/2013,OR,None,0.0,0.0,0.0,0.0
25759,2012/2013,OR,Outrigger Canoe Paddling LL,0.0,0.0,0.0,0.0
25760,2012/2013,OR,Pentathlon,0.0,0.0,0.0,0.0
25761,2012/2013,OR,Riflery,0.0,0.0,0.0,0.0
25762,2012/2013,OR,Rodeo,0.0,0.0,0.0,0.0
25763,2012/2013,OR,RUGBY,0.0,0.0,0.0,0.0
25764,2012/2013,OR,Rythmic Gymnastics,0.0,0.0,0.0,0.0
25765,2012/2013,OR,sailing,0.0,0.0,0.0,0.0
25766,2012/2013,OR,Skiing -- Alpine,0.0,0.0,0.0,0.0
25767,2012/2013,OR,Skiing -- Cross Country,0.0,0.0,0.0,0.0
25768,2012/2013,OR,Snowboarding,0.0,0.0,0.0,0.0
25769,2012/2013,OR,Soccer,177.0,268.0,5758.0,5113.0
25770,2012/2013,OR,Softball -- Fast Pitch,0.0,215.0,0.0,4647.0
25771,2012/2013,OR,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
25772,2012/2013,OR,Soft Tennis,0.0,0.0,0.0,0.0
25773,2012/2013,OR,Surfing,0.0,0.0,0.0,0.0
25774,2012/2013,OR,Swimming & Diving,116.0,118.0,2031.0,2435.0
25775,2012/2013,OR,Synchronized Swimming,0.0,0.0,0.0,0.0
25776,2012/2013,OR,Team Tennis,0.0,0.0,0.0,0.0
25777,2012/2013,OR,Tennis,117.0,124.0,2096.0,2778.0
25778,2012/2013,OR,Track and Field -- Indoor,0.0,0.0,0.0,0.0
25779,2012/2013,OR,Track and Field -- Outdoor,266.0,266.0,9228.0,7127.0
25780,2012/2013,OR,Volleyball,0.0,278.0,0.0,7131.0
